text,labels
A doctor warned about 57 positives cases that should be hidden in Ecuador.,1
Spanish and French masks prices are comparable.,1
Did the US Surgeon General Recommend the Public Not Wear Masks?,1
Egyptian sterilization team dances to the beats of Bent Aljeeran.,1
Images of patients treated in the open are from Italy as it has run out of hospital beds.,1
Egyptian doctor has invented a fluid to treat coronavirus.,1
Did President Trump Cut the CDC Budget?,1
Hold your breath for 10 seconds to check if you have the coronavirus.,1
South Korean government secretly requested for certain factory to produce one million facial masks to be sent to North Korea.,1
Did Empire State Building Display ‘Siren’ Lights During COVID-19 Pandemic?,1
"Before reaching the lungs, the coronavirus remains in the throat for three or four days and at this time the person begins to cough and have a sore throat.",1
"If you drink a lot of water and gargle with warm water and salt or vinegar, you can remove the virus.",1
"Video of migrant labourers coming onto the streets in Ahmedabad, India due to lack of rations provided to then during the COVID-19 crisis and lockdown regulations.",1
"“Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus” while the U.S. was “largely unable to import supplies from China.”",1
Tonic water prevents COVID-19.,1
"Facebook posts shared thousands of times feature a video of U.S. officials talking to reporters, with captions claiming they are announcing the arrest of a Chinese scientist.",1
"Bollywoof actor Aamir Khan has anonymously donated Rs 15,000 to people living in a slum.",1
"An Image is being shared on social media claiming; this italian doctor couple in the picture worked day and night and saved the lives of 134 patients, but on the eighth day, they caught coronavirus and died after an hour.",1
Muslim man in Dehradun spitting to spread coronavirus.,1
Panic scene in Germany with people rushing into a supermarket.,1
"La Paz, Gregorio Marañon or 12 de octubre hospitals are closing because the are over capacity.",1
Pablo Iglesias announces that social benefits are suspended for three months.,1
Putting a mask below a pot of boiling water for 15s is a fast way to disinfect it.,1
"“‘Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the WHO advising Japan to postpone the Olympics because of a pandemic risk.”",1
An audio clip suggests that the WHO has advised a lockdown.,1
“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”,1
Photo of coffins of coronavirus patients who died in a single day in Italy.,1
Novel coronavirus can be transmitted by packages and/or imported goods shipped from China to Korea.,1
"An image shows Muslims queueing to get into a mosque, standing closer than two metres apart, after the lockdown was announced.",1
Advices from the university Tec de Monterrey scientists (Mexico) to prevent the new coronavirus.,1
"Japanese Nobel laureate Tasuku Honjo, who worked in Wuhan for four years, claimed that SARS-CoV-2 was human-made.",1
A scientific study shows that cannabis is more effective at preventing and treating COVID-19 than hydroxychloroquine.,1
A positive COVID-19 patient recently met Narendra Modi.,1
Chinese doctors recommended in Italy to sing on the balconies for the new coronavirus.,1
The chloroquine study published in the Lancet cost 50 million dollars.,1
The image of a boy with serious injuries is that of a Tablighi Jamat COVID-19 patient who was beaten up by police in India after he misbehaved with the nurses in the hospital where he was admitted.,1
The government has mandated by decree a salary cut for high public officials.,1
Cocaine kills the coronavirus.,1
Philippines has issued an order mandating a compulsory quarantine for all travelers returning from 23 countries.,1
A YouTube video shared thousands of times claims that two children died from a novel coronavirus vaccine in Guinea.,1
A video claims to show coronavirus being extracted from a man’s upper lip.,1
A video has been viewed thousands of times in multiple Facebook posts alongside a claim it shows police shooting a man dead at a COVID-19 checkpoint in the Philippines.,1
"China has announced the sucess of Egyptian serum form Dr. Hala, Ealth Miniter of Egypt, against coronavirus",1
In New York “every contaminated corpse belongs to the state” and will be incinerated without any “wakes or memorial services to pay your last respects.”,1
"A photo of a handwritten letter which shows an Indian hospital’s letterhead has been shared in multiple Facebook, Twitter and WhatsApp posts alongside a claim that it is a genuine prescription issued by a doctor at the hospital for a COVID-19 patient.",1
"The San Marcos 2020 National Fair in Aguascalientes, Mexico, was canceled by the new coronavirus.",1
Pará government scheduled prisoners to monitor whether the population is complying with rules of social distance at bus stops in Brazil,1
Mumbai policewoman felt dizzy and fell down as she tested positive for COVID-19.,1
Getting a flu shot increases risk of COVID-19.,1
Malaga closes nurseries due to coronavirus.,1
Chinese experts warn about a scar in the lung caused by COVID-19.,1
This is more severe than SARS 17 years ago.,1
Mine Phone Sayardaw predicted that COVID-19 infections could exceed 100 million worldwide.,1
Video shows British PM Johnson’s discharge.,1
NY banned cigarette sales because of the coronavirus.,1
"Tablik Jamaat Chief Maulana Saad: “If 70,000 people get coronavirus, India will be destroyed.",1
The country will be in our possession.”,1
The Indian Army in Rajasthan prepared a 1000-bed facility to keep Coronavirus patients.,1
This facility has ICUs and ventilators as well.,1
A statue of the Virgin Mary from Loreto will be carried by a plane over Italy to ask for the pandemic of COVID-19 to stop.,1
“COVID-19 started because we eat animals.”,1
“Arsenic album-30 homeopathic medicine can prevent coronavirus.,1
Information given by Ministry of AYUSH.”,1
Picture shows Bill Gates and White House health advisor Dr Anthony Fauci violating social distancing norms and not wearing masks.,1
"“When using a medical mask, you’re supposed to wear the white side out when you’re not sick.”",1
"The Chinese supreme court OK’d euthanasia for 20,000 people.",1
Iceland tested its whole population.,1
Doctors said the entire Wuhan population will die of the novel coronavirus.,1
Video shows the arrest of the first coronavirus case in Jordan.,1
"A chain that circulates through WhatsApp that says that the coronavirus is not a virus, “as we have been led to believe”, but is “a bacterium, amplified by 5G electromagnetic radiation that also produces inflammation and hypoxia”.",1
Muslims misbehaved with Mumbai police as they tried to stop a large gathering during the month of Ramzan.,1
"According to a meme, in 2003, when 3G was introduced to the world, there was an outbreak of Sars, or severe acute respiratory syndrome.",1
"In 2009, 4G was introduced and there was a swine flu outbreak, and in 2020, when 5G was introduced, the world has suffered the coronavirus outbreak.",1
“Clorox bottle claimed it could kill (the 2019 coronavirus)… before it was developed.”,1
"Dr. Abdul Rahman Al-Youbi, Director of King Abdulaziz University in Saudi Arabia, shares the news of a new vaccine for Covid-19 created by Saudi doctors.",1
Did Johns Hopkins Publish This ‘Excellent Summary’ of COVID-19 Advice?,1
